(u'HelpYouShakee', 0.004142737151456734)
(u'tat', 0.002848131791626504)
(u'TheonlyTiffany_', 0.0025892107196604586)
(u'DarkersAngel', 0.002330289647694413)
(u'z', 0.002104461247623808)
(u'Kennethhhh_', 0.0018124475037623212)
(u'DarkestJade69', 0.0018124475037623212)
(u'xiiaobenyosh_', 0.0018124475037623212)
(u'nt', 0.0017295144542171976)
(u'fking', 0.0014809171742537906)
(u'A_Cleetus', 0.0014478245023583495)
(u'thirtxxn__', 0.0012946053598302293)
(u'Woah', 0.0010858683767687623)
(u'Xiiaokeong96', 0.0010356842878641835)
(u'cwqxx_', 0.0010356842878641835)
(u'wher', 0.0010356842878641835)
(u'atrociousflaws', 0.0010356842878641835)
(u'19Rupxxh', 0.0010356842878641835)
(u'Aww', 0.0010356842878641835)
(u'FlatterySotong', 0.0010356842878641835)
(u'mellxt', 0.0010356842878641835)
(u'happinessfel', 0.0010356842878641835)
(u'Zz', 0.0009882939738383985)
(u'nicotineaddixt', 0.0008647572271085988)
(u'realise', 0.0008647572271085988)
(u'Pls', 0.0008647572271085988)
(u'Really', 0.0007794300917125214)
(u'sh6oh9n', 0.0007767632158981377)
(u'Sick', 0.0007767632158981377)
(u'OneMoreJoke', 0.0007767632158981377)
(u'Blessed', 0.0007767632158981377)
(u'confident', 0.0007767632158981377)
(u'Jianhe_', 0.0007767632158981377)
(u'Atleast', 0.0007767632158981377)
(u'Ikram', 0.0007767632158981377)
(u'Annggel_Smile', 0.0007767632158981377)
(u'Alex', 0.0007767632158981377)
(u'dgaf', 0.0007767632158981377)
(u'won\u2019t', 0.0007767632158981377)
(u'stitchie_love', 0.0007767632158981377)
(u'Opps', 0.0007767632158981377)
(u'ImaHaque', 0.0007767632158981377)
(u'Obviously', 0.0007767632158981377)
(u'wakeup', 0.0007767632158981377)
(u'christmas', 0.0007239122511791747)
(u'PassionPosts', 0.0007239122511791747)
(u'RYANNCSY', 0.0007239122511791747)
(u'woah', 0.0007239122511791747)
(u'Hahahah', 0.0007239122511791747)
(u'fake', 0.0007014870825412694)
(u'effort', 0.0006235440733700171)
(u'zz', 0.0006235440733700171)
(u'you\u201d', 0.0006176837336489991)
(u'obviously', 0.0006176837336489991)
(u'Idk', 0.0005456010641987651)
(u'tbh', 0.0005456010641987651)
(u'Noxiousdreams_', 0.0005429341883843811)
(u'Z', 0.0005429341883843811)
(u'tis', 0.0005429341883843811)
(u'greyaffairs', 0.0005429341883843811)
(u'ughitsuko', 0.0005429341883843811)
(u'Ew', 0.0005429341883843811)
(u'sensitive', 0.0005429341883843811)
(u'GirlfriendNotes', 0.0005429341883843811)
(u'Ty', 0.0005429341883843811)
(u'FIirtationship', 0.0005429341883843811)
(u'Sry', 0.0005429341883843811)
(u'brings', 0.0005178421439320917)
(u'MOVIEMEMORlES', 0.0005178421439320917)
(u'weakness', 0.0005178421439320917)
(u'ShukriAfiq', 0.0005178421439320917)
(u'GWAHRY', 0.0005178421439320917)
(u'maomorie', 0.0005178421439320917)
(u'relatable', 0.0005178421439320917)
(u'diaryforteens', 0.0005178421439320917)
(u'Anastasia_Nisha', 0.0005178421439320917)
(u'balance', 0.0005178421439320917)
(u'AdorableWords', 0.0005178421439320917)
(u'bunny', 0.0005178421439320917)
(u'Bokiameng', 0.0005178421439320917)
(u'ops', 0.0005178421439320917)
(u'Zonthology', 0.0005178421439320917)
(u'me\u201d\u201d', 0.0005178421439320917)
(u'Coming', 0.0005178421439320917)
(u'clingy', 0.0005178421439320917)
(u'Tat', 0.0005178421439320917)
(u'_PxxXxxn', 0.0005178421439320917)
(u'2years', 0.0005178421439320917)
(u'notesforgirlz', 0.0005178421439320917)
(u'RT\u201c', 0.0005178421439320917)
(u'RELATlONSHlP', 0.0005178421439320917)
(u'suffer', 0.0005178421439320917)
(u'LIGHTs_THUNDER', 0.0005178421439320917)
(u'sassyfatamy', 0.0005178421439320917)
(u'BLURBRATS', 0.0005178421439320917)
(u'Idw', 0.0005178421439320917)
(u'Meeting', 0.0005178421439320917)
(u'Quote', 0.0005178421439320917)
(u'realising', 0.0005178421439320917)
(u'caused', 0.0005178421439320917)
(u'bulletrosex', 0.0005178421439320917)
(u'Anything', 0.0005178421439320917)
(u'opps', 0.0005178421439320917)
(u'frxgilesouljpg', 0.0005178421439320917)
(u'lazygladwin', 0.0005178421439320917)
(u'sixteenhearts', 0.0005178421439320917)
(u'justinho099', 0.0005178421439320917)
(u'tysalson', 0.0005178421439320917)
(u'..\u201d', 0.0005178421439320917)
(u'decision', 0.0005178421439320917)
(u'myself\u201d', 0.0005178421439320917)
(u'nasi', 0.0005178421439320917)
(u'burdenning_', 0.0005178421439320917)
(u'crossed', 0.0005178421439320917)
(u'Ofcus', 0.0005178421439320917)
(u'xpissedglitter', 0.0005178421439320917)
(u'done.\u201d', 0.0005178421439320917)
(u'Rmb', 0.0005178421439320917)
(u'sh', 0.0005178421439320917)
(u'wht', 0.0005178421439320917)
(u'High', 0.0005178421439320917)
(u'xloveable_x', 0.0005178421439320917)
(u'atleast', 0.0005178421439320917)
(u'janicefong_', 0.0005178421439320917)
(u'ngyuzhenn', 0.0005178421439320917)
(u'Cuddle', 0.0005178421439320917)
(u'everlastionx', 0.0005178421439320917)
(u'Tatbitchdairy', 0.0005178421439320917)
(u'lately', 0.0005178421439320917)
(u'me\u201d', 0.0004941469869191992)
(u'Tell', 0.0004941469869191992)
(u'FemaleTexts', 0.0004941469869191992)
(u'beg', 0.0004941469869191992)
(u'suppose', 0.00046765805502751285)
(u'People', 0.00046765805502751285)
(u'.\u201d', 0.00046765805502751285)
(u"'d", 0.0003897150458562607)
(u'\U0001f64c', 0.0003897150458562607)
(u'you.\u201d', 0.0003897150458562607)
(u'fav', 0.0003897150458562607)
(u'needs', 0.0003897150458562607)
(u'expect', 0.0003897150458562607)
(u'forward', 0.0003897150458562607)
(u'Someone', 0.0003897150458562607)
(u'Trying', 0.0003897150458562607)
(u'chance', 0.0003897150458562607)
(u'BaeFeeling', 0.00037061024018939946)
(u'exist', 0.00037061024018939946)
(u'femalebook', 0.00037061024018939946)
(u'married', 0.00037061024018939946)
(u'Made', 0.00036195612558958737)
(u'bra', 0.00036195612558958737)
(u'naive', 0.00036195612558958737)
(u'is.\u201d', 0.00036195612558958737)
(u'Hurt', 0.00036195612558958737)
(u'TheLifeDiaries', 0.00036195612558958737)
(u'mistake', 0.00036195612558958737)
(u'evil', 0.00036195612558958737)
(u'Missed', 0.00036195612558958737)
(u'Awwwww', 0.00036195612558958737)
(u'sec1', 0.00036195612558958737)
(u'inn0centvirgin', 0.00036195612558958737)
(u'hoes', 0.00036195612558958737)
(u'Better', 0.00036195612558958737)
(u'joking', 0.00036195612558958737)
(u'sry', 0.00036195612558958737)
(u'apologize', 0.00036195612558958737)
(u'up.\u201d', 0.00036195612558958737)
(u'tv', 0.00036195612558958737)
(u'bestie', 0.00036195612558958737)
(u'hunts', 0.00036195612558958737)
(u'Darrentkp', 0.00036195612558958737)
(u'suicideIife', 0.00036195612558958737)
(u'lim', 0.00036195612558958737)
(u'cheaper', 0.00036195612558958737)
